word,kept_reading,segmentation_suggested
大元村第九巷,daai6 jyun4 cyun1 dai6 gau2 hong2,daai6 jyun4 cyun1 dai6 gau2 hong6
大圍西巷,daai6 wai4 sai1 hong2,daai6 wai4 sai1 hong6
大埔舊墟公立學校,daai6 bou3 gau6 heoi1 gung1 lap6 hok6 haau6,daai6 bou3 gau6 heoi1 gung1 laap6 hok6 haau6
大塘瀝,daai6 tong4 lik6,daai6 tong4 lik1
大學教育資助委員會,daai6 hok6 gaau3 juk6 zi1 zo6 wai2 jyun4 wui2,daai6 hok6 gaau3 juk6 zi1 zo6 wai2 jyun4 wui6
大學教育資助委員會秘書處,daai6 hok6 gaau3 juk6 zi1 zo6 wai2 jyun4 wui6 bei3 syu1 cyu5,daai6 hok6 gaau3 juk6 zi1 zo6 wai2 jyun4 wui6 bei3 syu1 cyu3
大寒蚊子叫舊穀有人要,daai6 hon4 man1 zi1 giu3 gau6 guk1 jau5 jan4 jiu3,daai6 hon4 man1 zi2 giu3 gau6 guk1 jau5 jan4 jiu3
大岩頂,daai6 ngaam4 deng2,daai6 ngaam4 ding2
大嶺,daai6 leng5,daai6 ling5
大嶺墩,daai6 leng5 deon1,daai6 ling5 deon1
大嶺峒,daai6 leng5 tung4,daai6 ling5 tung4
大嶺村,daai6 leng5 cyun1,daai6 ling5 cyun1
大嶺皮,daai6 leng5 pei4,daai6 ling5 pei4
大嶺頭,daai6 leng5 tau4,daai6 ling5 tau4
大嶼海峽,daai6 jyu4 hoi2 haap6,daai6 zeoi6 hoi2 hap6
大巷,daai6 hong2,daai6 hong6
大帽山道,daai6 mou6 saan1 dou6,daai6 mou2 saan1 dou6
大廟坳,daai6 miu6 aau3,daai6 miu2 aau3
大廟灣,daai6 miu6 waan1,daai6 miu2 waan1
大排塘頂,daai6 paai4 tong4 deng2,daai6 paai4 tong4 ding2
大新海傍路,daai6 san1 hoi2 bong6 lou6,daai6 san1 hoi2 pong4 lou6
大旗嶺,daai6 kei4 leng5,daai6 kei4 ling5
大旗嶺路,daai6 kei4 leng5 lou6,daai6 kei4 ling5 lou6
大有可為,daai6 jau5 ho2 wai4,daai6 jau5 ho2 wai6
大氹,daai6 tam3,daai6 tam5
大氹灣,daai6 tam3 waan1,daai6 tam5 waan1
大汗疊細汗,daai6 hon6 daap6 sai3 hon6,daai6 hon6 dip6 sai3 hon6
大洲尾頂,daai6 zau1 mei5 deng2,daai6 zau1 mei5 ding2
大潭峽,daai6 taam4 haap6,daai6 taam4 hap6
大眾書局,daai6 zung3 syu1 guk2,daai6 zung3 syu1 guk6
大石砸死蟹,daai6 sek6 zaak3 sei2 haai5,daai6 sek6 zaap3 sei2 haai5
大石笮死蟹,daai6 sek6 zaak3 sei2 haai5,daai6 sek6 zaa3 sei2 haai5
大窩交匯處,daai6 wo1 gaau1 wui6 cyu5,daai6 wo1 gaau1 wui6 cyu3
大蛇頂,daai6 se4 deng2,daai6 se4 ding2
大話冚大話,daai6 waa6 kam2 daai6 waa6,daai6 waa6 ham6 daai6 waa6
大輋嶺墩,daai6 ce4 leng5 deon1,daai6 ce4 ling5 deon1
大陰頂,daai6 jam1 deng2,daai6 jam1 ding2
大難不死必有後福,daai6 naan6 bat1 sei2 bit1 jau5 hau6 fuk1,daai6 naan4 bat1 sei2 bit1 jau5 hau6 fuk1
大難臨頭各自飛,daai6 naan6 lam4 tau4 gok3 zi6 fei1,daai6 naan4 lam4 tau4 gok3 zi6 fei1
大面缽,daai6 min6 but3,daai6 min2 but3
大頭嶺,daai6 tau4 leng5,daai6 tau2 ling5
大頭嶺第一巷,daai6 tau4 leng5 dai6 jat1 hong2,daai6 tau2 ling5 dai6 jat1 hong6
大頭洲,daai6 tau4 zau1,daai6 tau2 zau1
大頭洲咀,daai6 tau4 zau1 zeoi2,daai6 tau2 zau1 zeoi2
天下為公,tin1 haa6 wai4 gung1,tin1 haa6 wai6 gung1
天下為家,tin1 haa6 wai4 gaa1,tin1 haa6 wai6 gaa1
天主教南華中學,tin1 zyu2 gaau3 naam4 waa4 zung1 hok6,tin1 zyu2 gaau3 naam4 waa2 zung1 hok6
天主教慈幼會,tin1 zyu2 gaau3 ci4 jau3 wui2,tin1 zyu2 gaau3 ci4 jau3 wui6
天主教母佑會,tin1 zyu2 gaau3 mou5 jau6 wui2,tin1 zyu2 gaau3 mou5 jau6 wui6
天主教聖安德肋小學,tin1 zyu2 gaau3 sing3 on1 dak1 lak6 siu2 hok6,tin1 zyu2 gaau3 sing3 on1 dak1 laak6 siu2 hok6
天主教領島學校,tin1 zyu2 gaau3 leng5 dou2 hok6 haau6,tin1 zyu2 gaau3 ling5 dou2 hok6 haau6
天后廟道,tin1 hau6 miu6 dou6,tin1 hau6 miu2 dou6
天水圍官立中學,tin1 seoi2 wai4 gun1 lap6 zung1 hok6,tin1 seoi2 wai4 gun1 laap6 zung1 hok6
天水圍官立小學,tin1 seoi2 wai4 gun1 lap6 siu2 hok6,tin1 seoi2 wai4 gun1 laap6 siu2 hok6
天水圍西交匯處,tin1 seoi2 wai4 sai1 gaau1 wui6 cyu5,tin1 seoi2 wai4 sai1 gaau1 wui6 cyu3
天蠍,tin1 hit3,tin1 kit3
天跌落嚟當被冚,tin1 dit3 lok6 lei4 dong3 pei5 kam2,tin1 dit3 lok6 lai4 dong3 bei6 ham6
太重,taai3 cung5,taai3 zung6
太長,taai3 coeng4,taai3 zoeng6
失業率,sat1 jip6 seot1,sat1 jip6 leot2
夷為平地,ji4 wai4 ping4 dei6,ji4 wai6 ping4 dei6
夾到,gaap3 dou2,gaap3 dou3
夾唔夾,gep6 m4 gep6,gaap3 m4 gaap3
奀裊鬼命,ngan1 niu1 gwai2 meng6,ngan1 niu5 gwai2 ming6
奇華,kei4 waa2,kei4 waa4
奇華餅家,kei4 waa2 beng2 gaa1,kei4 waa4 beng2 gaa1
奈洛比,noi6 lok3 bei2,noi6 lok6 bei2
奉為圭臬,fung6 wai4 gwai1 jit6,fung6 wai6 gwai1 jit6
奕蔭街,jik6 jam1 gaai1,jik6 jam3 gaai1
女人街,neoi5 jan4 gaai1,neoi5 jan2 gaai1
女大十八變,neoi2 daai6 sap6 baat3 bin3,neoi5 daai6 sap6 baat3 bin3
好事多為,hou2 si6 do1 wai4,hou2 si6 do1 wai6
好仆街,hou2 fu6 gaai1,hou2 puk1 gaai1
好吃懶做,hou3 hek3 laan5 zou6,hou2 hek3 laan5 zou6
好唔好玩,hou2 m4 hou2 waan2,hou2 m4 hou2 wun6
好唔好聽,hou2 m4 hou2 teng1,hou2 m4 hou2 ting1
好嗎,hou2 maa1,hou2 maa5
好多錢,hou2 do1 cin4,hou2 do1 cin2
好女兩頭瞞,hou2 neoi2 loeng5 tau4 mun4,hou2 neoi5 loeng5 tau4 mun4
好好玩,hou2 hou2 waan2,hou2 hou2 wun6
好嬲,hou2 lau1,hou2 nau1
好撚,hou2 lan2,hou2 nan2
好撚勁,hou2 lan2 ging6,hou2 nan2 ging6
好撚好,hou2 lan2 hou2,hou2 nan2 hou2
好撚正,hou2 lan2 zing3,hou2 nan2 zing3
好柒,hou2 cat6,hou2 cat1
好正,hou2 zeng3,hou2 zing3
好為人師,hou3 wai4 jan4 si1,hou2 wai6 jan4 si1
好眉好貌生沙蝨,hou2 mei4 hou2 maau6 saang1 saa1 sat1,hou2 mei4 hou2 maau6 sang1 saa1 sat1
好話為,hou2 waa6 wai4,hou2 waa6 wai6
好醜命生成,hou2 cau2 meng6 saang1 seng4,hou2 cau2 ming6 sang1 sing4
好重,hou2 cung5,hou2 zung6
好重要,hou2 cung5 jiu3,hou2 zung6 jiu3
好長,hou2 coeng4,hou2 zoeng6
好難揾,hou2 naan4 wan2,hou2 naan4 wan3
好驚,hou2 geng1,hou2 ging1
妄為,mong5 wai4,mong5 wai6
妊神星,jam6 san4 sing1,jam4 san4 sing1
妖言惑眾,jiu1 jin4 waak6 zung3,jiu2 jin4 waak6 zung3
妙法寺劉金龍中學,miu6 faat3 zi6 lau4 gam1 lung4 zung1 hok6,miu6 faat3 zi2 lau4 gam1 lung4 zung1 hok6
姚姚酸菜魚,jiu4 jiu4 syun1 coi3 jyu4,jiu4 jiu4 syun1 coi3 jyu2
姚焯菲,jiu4 coek3 fei1,jiu4 zoek3 fei1
姣婆遇上脂粉客,haau4 po4 jyu6 soeng5 zi1 fan2 haak3,haau4 po4 jyu6 soeng6 zi1 fan2 haak3
婦女會,fu5 neoi5 wui2,fu5 neoi5 wui6
媽廟路,maa1 miu6 lou6,maa1 miu2 lou6
嫻雅,haan4 aa1,haan4 ngaa5
孑孑為義,kit3 kit3 wai4 ji6,kit3 kit3 wai6 ji6
孔嶺,hung2 leng5,hung2 ling5
孔嶺北路,hung2 leng5 bak1 lou6,hung2 ling5 bak1 lou6
孖峰嶺路,maa1 fung1 leng5 lou6,maa1 fung1 ling5 lou6
孟菲斯,maang6 fei2 si1,maang6 fei1 si1
孫行者,syun1 hang4 ze2,syun1 hong6 ze2
學下,hok6 haa5,hok6 haa6
學下人,hok6 haa5 jan4,hok6 haa6 jan4
學佬巷,hok6 lou2 hong2,hok6 lou2 hong6
學海無涯唯勤是岸,hok6 hoi2 mou4 ngaai4 wai2 kan4 si6 ngon6,hok6 hoi2 mou4 ngaai4 wai4 kan4 si6 ngon6
學術及職業資歷評審局,hok6 seot6 kap6 zik1 jip6 zi1 lik6 ping4 sam2 guk2,hok6 seot6 kap6 zik1 jip6 zi1 lik6 ping4 sam2 guk6
孻仔拉心肝孻女拉五臟,laai1 zai2 laai1 sam1 gon1 laai1 neoi2 laai1 ng5 zong6,laai1 zai2 laai1 sam1 gon1 laai1 neoi5 laai1 ng5 zong6
安愉徑,on1 jyu4 ging3,on1 jyu6 ging3
安愉道,on1 jyu4 dou6,on1 jyu6 dou6
安捷街,on1 zit3 gaai1,on1 zit6 gaai1
安捷里,on1 zit3 lei5,on1 zit6 lei5
安老事務委員會,on1 lou5 si6 mou6 wai2 jyun4 wui2,on1 lou5 si6 mou6 wai2 jyun4 wui6
安蔭商場,on1 jam1 soeng1 coeng4,on1 jam3 soeng1 coeng4
安蔭邨,on1 jam1 cyun1,on1 jam3 cyun1
宏冠道,wang4 gun1 dou6,wang4 gun3 dou6
官燕棧,gun1 jin3 zaan2,gun1 jin3 zaan6
官立嘉道理爵士小學,gun1 lap6 gaa1 dou6 lei5 zoek3 si6 siu2 hok6,gun1 laap6 gaa1 dou6 lei5 zoek3 si6 siu2 hok6
定會,ding6 wui5,ding6 wui6
宣道會,syun1 dou6 wui2,syun1 dou6 wui6
家庭學資處,gaa1 ting4 hok6 zi1 cyu5,gaa1 ting4 hok6 zi1 cyu3
家計會,gaa1 gai3 wui2,gaa1 gai3 wui6
密食當三番,mak6 sik6 dong3 saam1 faan1,mat6 sik6 dong3 saam1 faan1
富城薈,fu3 sing4 wui6,fu3 sing4 wai3
富臨,fu3 lam2,fu3 lam4
富臨漁港,fu3 lam2 jyu4 gong2,fu3 lam4 jyu4 gong2
富臨皇宮,fu3 lam2 wong4 gung1,fu3 lam4 wong4 gung1
富臨薈,fu3 lam2 wui6,fu3 lam4 wai3
富臨酒家,fu3 lam2 zau2 gaa1,fu3 lam4 zau2 gaa1
察察為明,caat3 caat3 wai4 ming4,caat3 caat3 wai6 ming4
實會,sat6 wui5,sat6 wui6
寧為玉碎不作瓦全,ning4 wai4 juk6 seoi3 bat1 zok3 ngaa5 cyun4,ning4 wai6 juk6 seoi3 bat1 zok3 ngaa5 cyun4
寧為玉碎不為瓦全,ning4 wai4 juk6 seoi3 bat1 wai4 ngaa5 cyun4,ning4 wai6 juk6 seoi3 bat1 wai6 ngaa5 cyun4
寬大為懷,fun1 daai6 wai4 waai4,fun1 daai6 wai6 waai4
寶勒巷,bou2 lak6 hong2,bou2 laak6 hong6
寶安商會,bou2 on1 soeng1 wui2,bou2 on1 soeng1 wui6
寶萊塢,bou2 loi4 ou3,bou2 loi4 wu2
寶血會,bou2 hyut3 wui2,bou2 hyut3 wui6
寶鏡頂,bou2 geng3 deng2,bou2 geng3 ding2
專為,zyun1 wai4,zyun1 wai6
尉健行,wai3 gin6 hang4,wai3 gin6 hong6
小南洋,siu2 naam4 joeng4,siu2 naam4 joeng2
小富臨,siu2 fu3 lam2,siu2 fu3 lam4
小將,siu2 zoeng3,siu2 zoeng1
小數怕長計,siu2 sou3 paa3 coeng4 gai3,siu2 sou3 paa3 zoeng6 gai3
小瀝源,siu2 lik6 jyun4,siu2 lik1 jyun4
小瀝源第五巷,siu2 lik6 jyun4 dai6 ng5 hong2,siu2 lik1 jyun4 dai6 ng5 hong6
小瀝源路,siu2 lik6 jyun4 lou6,siu2 lik1 jyun4 lou6
小額錢債審裁處,siu2 ngaak6 cin4 zaai3 sam2 coi4 cyu5,siu2 ngaak6 cin2 zaai3 sam2 coi4 cyu3
少少錢,siu2 siu2 cin4,siu2 siu2 cin2
少爺占,siu3 je4 zim3,siu2 je4 zim1
少説為佳,siu2 syut3 wai4 gaai1,siu2 syut3 wai6 gaai1
尤曾家麗,jau4 zang1 gaa1 lai6,jau4 cang4 gaa1 lai6
尤為,jau4 wai4,jau4 wai6
就唔會,zau6 m4 wui5,zau6 m4 wui6
就會,zau6 wui5,zau6 wui6
就會有,zau6 wui5 jau5,zau6 wui6 jau5
就返,zau6 faan1,zau6 faan2
尹錫悅,wan5 sek3 jyut6,wan5 sik3 jyut6
尼泊爾人,nei4 pok3 ji5 jan4,nei4 paak3 ji5 jan4
尼泊爾語,nei4 bok6 ji5 jyu5,nei4 paak3 ji5 jyu5
尾冚,mei5 kam2,mei5 ham6
尾班車,mei5 baan1 ce1,mei5 ban1 ce1
屋企有,uk1 kei5 jau5,uk1 kei2 jau5
屌你老味,diu2 nei5 lou5 mei6,diu2 nei5 lou5 mei2
屌佢老母,diu2 keoi5 lou5 mou5,diu2 keoi5 lou5 mou2
屌柒,diu2 cat6,diu2 cat1
屯門鄉事會路,tyun4 mun4 hoeng1 si6 wui2 lou6,tyun4 mun4 hoeng1 si6 wui6 lou6
山坡臺,saan1 po1 toi4,saan1 bo1 toi4
山崎麵飽,saan1 kei4 min6 baau2,saan1 kei1 min6 baau2
山嶺角,saan1 leng5 gok3,saan1 ling5 gok3
山頂村,saan1 deng2 cyun1,saan1 ding2 cyun1
山頂道,saan1 deng2 dou6,saan1 ding2 dou6
嶺仔,leng5 zai2,ling5 zai2
嶺光街,leng5 gwong1 gaai1,ling5 gwong1 gaai1
嶺南大學香港同學會小學,ling5 naam4 daai6 hok6 hoeng1 gong2 tung4 hok6 wui2 siu2 hok6,ling5 naam4 daai6 hok6 hoeng1 gong2 tung4 hok6 wui6 siu2 hok6
嶺咀頭,leng5 zeoi2 tau4,ling5 zeoi2 tau4
嶺皮村,leng5 pei4 cyun1,ling5 pei4 cyun1
嶺背,leng5 bui3,ling5 bui3
工行,gung1 hong2,gung1 hong6
左右為難,zo2 jau6 wai4 naan4,zo2 jau6 wai6 naan4
左揾右揾,zo2 wan2 jau6 wan2,zo2 wan3 jau6 wan3
巧婦難為無米之炊,haau2 fu5 naan4 wai4 mou4 mai5 zi1 ceoi1,haau2 fu5 naan4 wai6 mou4 mai5 zi1 ceoi1
巧婦難為無米炊,haau2 fu5 naan4 wai4 mou4 mai5 ceoi1,haau2 fu5 naan4 wai6 mou4 mai5 ceoi1
差餉物業估價署,caa1 hoeng2 mat6 jip6 gu2 gaa3 cyu5,caai1 hoeng2 mat6 jip6 gu2 gaa3 cyu5
差館上街,caa1 gun2 soeng6 gaai1,caai1 gun2 soeng5 gaai1
差館里,caa1 gun2 lei5,caai1 gun2 lei5
巴塞爾,baa1 coi3 ji5,baa1 sak1 ji5
巴塞隆拿,baa1 coi3 lung4 naa4,baa1 sak1 lung4 naa4
巴塞隆那,baa1 coi3 lung4 naa5,baa1 sak1 lung4 naa5
巴士地,baa1 si6 dei6,baa1 si2 dei6
市區重建局,si5 keoi1 cung5 gin3 guk2,si5 keoi1 zung6 gin3 guk6
布志綸,bou3 zi3 gwaan1,bou3 zi3 leon4
希爾頓中心,hei1 ji5 deon2 zung1 sam1,hei1 ji5 deon6 zung1 sam1
帕勒莫,paak3 lak6 mok6,paak3 laak6 mok6
帝庭軒購物商場,dai3 ting4 hin1 gau3 mat6 soeng1 coeng4,dai3 ting4 hin1 kau3 mat6 soeng1 coeng4
帶來,daai3 loi4,daai3 lai4
幫下,bong1 haa5,bong1 haa6
幫下手,bong1 haa5 sau2,bong1 haa6 sau2
幫到,bong1 dou2,bong1 dou3
幫到你,bong1 dou2 nei5,bong1 dou3 nei5
幫唔到,bong1 m4 dou2,bong1 m4 dou3
平啲,peng4 di1,ping4 di1
平平地,peng4 peng2 dei6,ping4 ping4 dei6
年少有為,nin4 siu3 jau5 wai4,nin4 siu3 jau5 wai6
年廿八洗邋遢年廿九洗碌柚,nin4 jaa6 baat3 sai2 laat6 taat3 nin4 jaa6 gau2 sai2 luk1 jau2,nin4 jaa6 baat3 sai2 laap6 taap3 nin4 jaa6 gau2 sai2 luk1 jau2
年輕有為,nin4 hing1 jau5 wai4,nin4 hing1 jau5 wai6
幾下,gei2 haa5,gei2 haa6
幾十下,gei2 sap6 haa5,gei2 sap6 haa6
幾十啤,gei2 sap6 pe1,gei2 sap6 pei4
幾十幀,gei2 sap6 zing1,gei2 sap6 zing3
幾十打,gei2 sap6 daa1,gei2 sap6 daa2
幾十朵,gei2 sap6 doe2,gei2 sap6 do2
幾十棵,gei2 sap6 fo2,gei2 sap6 po1
幾十泡,gei2 sap6 paau1,gei2 sap6 pou5
幾十疊,gei2 sap6 daap6,gei2 sap6 dip6
幾十疋,gei2 sap6 pat1,gei2 sap6 ngaa5
幾十種,gei2 sap6 zung2,gei2 sap6 zung3
幾十粒,gei2 sap6 nap1,gei2 sap6 lap1
幾十縷,gei2 sap6 leoi5,gei2 sap6 lau5
幾十行,gei2 sap6 hong4,gei2 sap6 hong6
幾十載,gei2 sap6 zoi2,gei2 sap6 zoi3
幾十間,gei2 sap6 gaan1,gei2 sap6 haan4
幾十頂,gei2 sap6 deng2,gei2 sap6 ding2
幾啤,gei2 pe1,gei2 pei4
幾幀,gei2 zing1,gei2 zing3
幾打,gei2 daa1,gei2 daa2
幾撚,gei2 lan2,gei2 nan2
幾朵,gei2 doe2,gei2 do2
幾棵,gei2 fo2,gei2 po1
幾正,gei2 zeng3,gei2 zing3
幾泡,gei2 paau1,gei2 pou5
幾疊,gei2 daap6,gei2 dip6
幾疋,gei2 pat1,gei2 ngaa5
幾種,gei2 zung2,gei2 zung3
幾粒,gei2 nap1,gei2 lap1
幾縷,gei2 leoi5,gei2 lau5
幾萬下,gei2 maan6 haa5,gei2 maan6 haa6
幾萬啤,gei2 maan6 pe1,gei2 maan6 pei4
幾萬幀,gei2 maan6 zing1,gei2 maan6 zing3
幾萬打,gei2 maan6 daa1,gei2 maan6 daa2
幾萬朵,gei2 maan6 doe2,gei2 maan6 do2
幾萬棵,gei2 maan6 fo2,gei2 maan6 po1
幾萬泡,gei2 maan6 paau1,gei2 maan6 pou5
幾萬疊,gei2 maan6 daap6,gei2 maan6 dip6
幾萬疋,gei2 maan6 pat1,gei2 maan6 ngaa5
幾萬種,gei2 maan6 zung2,gei2 maan6 zung3
幾萬粒,gei2 maan6 nap1,gei2 maan6 lap1
幾萬縷,gei2 maan6 leoi5,gei2 maan6 lau5
幾萬行,gei2 maan6 hong4,gei2 maan6 hong6
幾萬載,gei2 maan6 zoi2,gei2 maan6 zoi3
幾萬間,gei2 maan6 gaan1,gei2 maan6 haan4
幾萬頂,gei2 maan6 deng2,gei2 maan6 ding2
幾行,gei2 hong4,gei2 hong6
幾載,gei2 zoi2,gei2 zoi3
幾間,gei2 gaan1,gei2 haan4
幾難揾,gei2 naan4 wan2,gei2 naan4 wan3
幾頂,gei2 deng2,gei2 ding2
庇理羅士,bei2 lei6 lo4 si6,bei3 lei5 lo4 si6
庫爾勒,fu3 ji5 lak6,fu3 ji5 laak6
康愉街,hong1 jyu4 gaai1,hong1 jyu6 gaai1
廟仔,miu6 zai2,miu2 zai2
廟仔墩,miu6 zai2 deon1,miu2 zai2 deon1
廟崗街,miu6 gong1 gaai1,miu2 gong1 gaai1
廟徑,miu6 ging3,miu2 ging3
廟東街,miu6 dung1 gaai1,miu2 dung1 gaai1
廟背,miu6 bui3,miu2 bui3
廟街,miu6 gaai1,miu2 gaai1
廟角,miu6 gok3,miu2 gok3
廠商會,cong2 soeng1 wui2,cong2 soeng1 wui6
廠商會中學,cong2 soeng1 wui2 zung1 hok6,cong2 soeng1 wui6 zung1 hok6
廢撚,fai3 lan2,fai3 nan2
廣吿材料,gwong2 gou3 coi4 liu2,gwong2 gou3 coi4 liu6
廣為,gwong2 wai4,gwong2 wai6
建行,gin3 hong2,gin3 hong6
建造業議會,gin3 zou6 jip6 ji5 wui2,gin3 zou6 jip6 ji5 wui6
廿一咪半,jaa6 jat1 mai1 bun3,jaa6 jat1 mi1 bun3
廿四味,jaa6 sei3 mei2,jaa6 sei3 mei6
弓絃巷,gung1 jin4 hong2,gung1 jin4 hong6
張勁夫,zoeng1 ging3 fu1,zoeng1 ging6 fu1
張惠妹,zoeng1 wai6 mui2,zoeng1 wai6 mui6
張曼玉,zoeng1 maan6 juk2,zoeng1 maan6 juk6
張本立,zoeng1 bun2 lap6,zoeng1 bun2 laap6
張栢芝,zoeng1 paak3 zi1,zoeng1 baak3 zi1
張相,zoeng1 soeng2,zoeng1 soeng1
張轉男,zoeng1 zyun2 naam4,zoeng1 zyun3 naam4
張韋怡,zoeng1 wai4 ji4,zoeng1 wai5 ji4
強制性公積金計劃管理局,koeng4 zai3 sing3 gung1 zik1 gam1 gai3 waak6 gun2 lei5 guk2,koeng4 zai3 sing3 gung1 zik1 gam1 gai3 waak6 gun2 lei5 guk6
彈珠枱,daan6 zyu1 toi4,taan4 zyu1 toi2
彌勒山,nei4 lak6 saan1,nei4 laak6 saan1
彌敦道,nei4 deon1 dou6,lei4 deon1 dou6
彩虹交匯處,coi2 hung4 gaau1 wui6 cyu5,coi2 hung4 gaau1 wui6 cyu3
影下相,jing2 haa5 soeng2,jing2 haa6 soeng1
影到,jing2 dou2,jing2 dou3
影完相,jing2 jyun4 soeng2,jing2 jyun4 soeng1
往灣北頂,wong5 waan1 bak1 deng2,wong5 waan1 bak1 ding2
往灣西頂,wong5 waan1 sai1 deng2,wong5 waan1 sai1 ding2
很重要,han2 cung5 jiu3,han2 zung6 jiu3
後上,hau6 soeng5,hau6 soeng6
徐小鳳,ceoi4 siu2 fung6,ceoi4 siu2 fung2
得罪人多稱呼人少,dak1 zeoi6 jan4 do1 cing1 fu1 jan4 siu2,dak1 zeoi6 jan4 do1 cing3 fu1 jan4 siu2
得返,dak1 faan1,dak1 faan2
得閒咪,dak1 haan4 mai1,dak1 haan4 mi1
循理會,ceon4 lei5 wui2,ceon4 lei5 wui6
循道衞理聯合教會,ceon4 dou6 wai6 lei5 lyun4 hap6 gaau3 wui2,ceon4 dou6 wai6 lei5 lyun4 hap6 gaau3 wui6
德勒斯登,dak1 lak6 si1 dang1,dak1 laak6 si1 dang1
德士古交匯處,dak1 si6 gu2 gaau1 wui6 cyu5,dak1 si6 gu2 gaau1 wui6 cyu3
德己立街,dak1 gei2 lap6 gaai1,dak1 gei2 laap6 gaai1
德忌利士巷,dak1 gei6 lei6 si6 hong2,dak1 gei6 lei6 si6 hong6
德立街,dak1 lap6 gaai1,dak1 laap6 gaai1
怒髮衝冠,nou6 faat3 cung1 gun1,nou6 faat3 cung1 gun3
思噎,si1 ik1,si1 jit3
恩平工商會,jan1 ping4 gung1 soeng1 wui2,jan1 ping4 gung1 soeng1 wui6
恰到上心口,hap1 dou3 soeng5 sam1 hau2,hap1 dou3 soeng6 sam1 hau2
患上,waan6 soeng5,waan6 soeng6
患難見真情,waan6 naan6 gin3 zan1 cing4,waan6 naan4 gin3 zan1 cing4
惡勢力,ok3 sai3 lik6,ngok3 sai3 lik6
想問下,soeng2 man6 haa5,soeng2 man6 haa6
想揾,soeng2 wan2,soeng2 wan3
想睇下,soeng2 tai2 haa5,soeng2 tai2 haa6
想聽,soeng2 teng1,soeng2 ting3
想轉,soeng2 zyun2,soeng2 zyun3
愈窮愈見鬼,jyut6 kung4 jyut6 gin3 gwai2,jyu6 kung4 jyu6 gin3 gwai2
愉峰道,jyu4 fung1 dou6,jyu6 fung1 dou6
愉悦,jyu4 jyut6,jyu6 jyut6
愉景山道,jyu4 ging2 saan1 dou6,jyu6 ging2 saan1 dou6
愉景廣場,jyu4 ging2 gwong2 coeng4,jyu6 ging2 gwong2 coeng4
愉景新城,jyu4 ging2 san1 sing4,jyu6 ging2 san1 sing4
愉景灣道,jyu4 ging2 waan1 dou6,jyu6 ging2 waan1 dou6
愉景街,jyu4 ging2 gaai1,jyu6 ging2 gaai1
愉翠商場,jyu4 ceoi3 soeng1 coeng4,jyu6 ceoi3 soeng1 coeng4
意思係,ji3 si1 hai6,ji3 si3 hai6
愛上,oi3 soeng5,oi3 soeng6
愛滋病信託基金委員會,oi3 zi1 beng6 seon3 tok3 gei1 gam1 wai2 jyun4 wui2,oi3 zi1 beng6 seon3 tok3 gei1 gam1 wai2 jyun4 wui6
愛秩序灣官立小學,oi3 dit6 zeoi6 waan1 gun1 lap6 siu2 hok6,oi3 dit6 zeoi6 waan1 gun1 laap6 siu2 hok6
愛靚唔愛命,oi3 leng3 m4 oi3 meng6,oi3 leng3 m4 oi3 ming6
應善良美經援村,jing3 sin6 loeng4 mei5 ging1 wun4 cyun1,jing1 sin6 loeng4 mei5 ging1 wun4 cyun1
應智越,jing3 zi3 jyut6,jing1 zi3 jyut6
應科院,jing3 fo1 jyun2,jing1 fo1 jyun2
應該唔會,jing1 goi1 m4 wui5,jing1 goi1 m4 wui6
應該會,jing1 goi1 wui5,jing1 goi1 wui6
應采兒,jing3 coi2 ji4,jing1 coi2 ji4
懵到上心口,mung2 dou3 soeng5 sam1 hau2,mung2 dou3 soeng6 sam1 hau2
懶係,laan2 hai6,laan5 hai6
懶得理,laan5 dak1 lei5,laan2 dak1 lei5
成交量,sing4 gaau1 loeng4,sing4 gaau1 loeng6
成個,sing4 go3,seng4 go3
成個月,sing4 go3 jyut6,seng4 go3 jyut6
成台機,seng4 toi4 gei1,sing4 toi4 gei1
成唔成立,sing4 m4 sing4 laap6,sing4 m4 sing4 lap6
成堆,seng4 deoi1,sing4 deoi1
成場,seng4 coeng4,sing4 coeng4
成套,seng4 tou3,sing4 tou3
成條,seng4 tiu4,sing4 tiu4
成為泡影,sing4 wai4 pou5 jing2,sing4 wai4 paau3 jing2
成班,seng4 baan1,sing4 baan1
成班人,seng4 baan1 jan4,sing4 baan1 jan4
成身濕晒,seng4 san1 sap1 saai3,sing4 san1 sap1 saai3
成隻,seng4 zek3,sing4 zek3
我係咪,ngo5 hai6 mai6,ngo5 hai6 mi1
我咪,ngo5 mai6,ngo5 mi1
我唔會,ngo5 m4 wui5,ngo5 m4 wui6
我屋企,ngo5 uk1 kei5,ngo5 uk1 kei2
我揾,ngo5 wan2,ngo5 wan3
我會,ngo5 wui5,ngo5 wui6
我知道,ngo5 zi1 dou6,ngo5 zi1 dou3
我老母,ngo5 lou5 mou5,ngo5 lou5 mou2
我聽,ngo5 teng1,ngo5 ting3
我見到,ngo5 gin3 dou3,ngo5 gin3 dou2
我認為,ngo5 jing6 wai4,ngo5 jing6 wai6
我返,ngo5 faan1,ngo5 faan2
我都會,ngo5 dou1 wui5,ngo5 dou1 wui6
我驚,ngo5 geng1,ngo5 ging1
或會,waak6 wui5,waak6 wui6
